Object,L,H,W,Rigidity,Mass,Shape,Type,Duration,Action,Grasp
towel,0,0,0,floppy,250,floppy,floppy,68.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,74.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,20.9,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,48.5,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,107.9,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,20,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.9,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.6,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.7,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,32.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.21,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.02,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.92,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,79.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,40.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,30.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,19.04,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,27.27,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.16,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.28,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,26.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.5,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,41.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,21.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.62,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,17.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,45.92,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.04,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,31.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,25.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,66.6,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.56,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.57,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,5.03,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.64,wiping,Power palm add 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.68,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,5.64,wiping,Power palm add 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.64,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,6.13,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.44,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,3.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.96,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,19.91,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.32,wiping,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,8.03,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.4,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,4.72,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,4.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.44,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,12.04,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,22.65,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.24,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,11.52,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,23.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,33.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,10.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.18,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,16.05,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.56,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,53.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,20.28,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.76,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,63.92,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,14.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,20.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.52,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.3,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.58,wiping,Power palm add 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.3,wiping,Power palm add 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,12.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,19.81,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,8.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,32.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,26.8,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,17.12,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,12.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.4,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,7.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,82.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,10.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.49,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,40.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.52,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,5.28,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.8,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,5.84,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.16,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,31.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,25.69,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,33.6,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,78.41,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,90,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,51.25,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,49.28,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,116.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,79.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,91.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,62.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.79,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,19.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,40.87,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.6,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,34.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.48,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,75.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,21.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.86,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,1.16,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,10.64,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,37.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.6,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.68,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,10.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.24,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.64,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.92,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,5.76,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,5.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.08,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,13.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.88,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,16.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.48,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,2,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.84,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.2,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.64,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.2,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,3.64,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.68,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,8.92,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.85,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,25.44,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,59.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,8.24,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.2,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,3.16,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,7.56,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,25.71,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.08,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,4.84,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.48,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,85.16,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,263.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.32,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,21.48,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,3.52,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,12.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.6,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.56,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1.9,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.38,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,43.44,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,17,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,34.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.8,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,27.56,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1.88,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.52,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,11.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.32,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.92,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.24,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,5.28,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.04,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,51.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11.24,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.85,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,13.27,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.56,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,4.32,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,36.92,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.36,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,15.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.72,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,60.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,21.52,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1.2,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.96,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.12,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,3.84,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,32.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,7.56,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.48,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.36,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,12.88,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.32,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,8,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,5.16,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.8,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,20.76,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1.12,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.04,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,30.32,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1.16,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.28,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.32,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.32,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.2,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.8,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.44,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,2.48,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.4,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,3.8,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.48,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,9.56,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.24,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.92,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.18,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.34,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.76,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.28,wiping,Power palm add 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.92,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.36,wiping,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.2,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.84,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.44,wiping,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.16,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.68,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.84,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.76,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,13.61,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.11,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.6,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,2.52,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.68,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,24.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.56,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.68,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,17.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.56,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.2,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.72,wiping,Power pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,0.64,wiping,Precision pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.28,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,2.24,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,15.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.52,wiping,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.36,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.68,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.32,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,5.36,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.24,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,11.96,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,0.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.28,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.16,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.04,wiping,platform
towel,0,0,0,floppy,250,floppy,floppy,7.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.76,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,4.92,wiping,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,57.42,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,358.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,95.04,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,23.04,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,79,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.12,wiping,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,6.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,59.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,101.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,15.52,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,65.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,79.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,18.48,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,33,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.84,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16.56,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,17.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,85.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,8.88,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.12,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.52,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,60.44,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,59.8,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.96,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,39.84,wiping,Precision pad abd 2-5
