Object,L,H,W,Rigidity,Mass,Shape,Type,Duration,Action,Grasp
towel,0,0,0,floppy,250,floppy,floppy,48.68,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,30.32,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,24.64,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.08,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,40,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,14.72,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,59.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,49.28,wiping,Precision pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,145.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,63.24,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,35.48,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,29.76,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,110.2,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,42.36,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,10,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,8,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,16,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,25,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,40,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,11,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,8,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,11,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,14.88,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,28,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,18.68,wiping,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,40.28,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,6.52,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.12,wiping,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.72,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.36,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,22.56,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.92,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.08,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.52,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.24,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.84,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.76,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.56,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.87,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,7.92,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.48,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,13.44,wiping,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.72,wiping,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,cleaning,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0,cleaning,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,arranging,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2,arranging,Intermediate abd 2
towel,0,0,0,floppy,250,floppy,floppy,2,arranging,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,6,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,3,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1,arranging,Precision pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,1,arranging,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,14.08,arranging,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.28,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.88,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.4,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,28.24,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.2,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.3,arranging,Precision pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,5.96,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.76,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.72,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.92,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.84,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.68,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.88,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.48,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.92,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.88,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.62,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.48,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.87,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.44,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.34,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.24,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.08,arranging,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.24,arranging,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.8,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,5.45,arranging,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.56,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.84,arranging,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.92,arranging,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,1.4,arranging,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,7.96,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.2,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,4.08,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.12,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,4.04,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.6,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.79,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.49,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.72,arranging,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.32,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.63,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.99,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.4,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.16,arranging,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.04,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.52,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,3.08,arranging,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.24,arranging,Power palm add 3-5
towel,0,0,0,floppy,250,floppy,floppy,0.6,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,4.28,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,6.12,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.68,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.4,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.8,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.04,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.84,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.64,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.28,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.12,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,2.84,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.08,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.24,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.8,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.36,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1.76,arranging,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.88,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,0.96,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,6.48,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.64,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,2.64,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,2.76,arranging,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,2.48,arranging,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.44,arranging,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,7.08,arranging,Precision pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,2,hoding towel,Precision pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1.4,disposing,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.68,disposing,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.76,drying,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.8,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.02,moving,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.48,moving,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.7,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.04,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.06,moving,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,2.1,moving,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,11.24,moving,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.8,moving,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,2.5,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2.3,moving,Precision pad abd 2
towel,0,0,0,floppy,250,floppy,floppy,3.2,moving,Precision pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,10.3,moving,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.3,moving,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.6,moving,Precision pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,2.38,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,4.2,moving,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,9.7,moving,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,3,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,0.2,moving,Precision pad abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,5.6,unfolding,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.24,washing,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.12,washing,Precision pad add 2-5
towel,0,0,0,floppy,250,floppy,floppy,3.8,washing,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,1.28,calling,Intermediate add 3
towel,0,0,0,floppy,250,floppy,floppy,1,picking up,Precision pad abd 2-3
towel,0,0,0,floppy,250,floppy,floppy,3,picking up,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,10.92,picking up,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,1.2,picking up,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,2.36,picking up,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,0.64,picking up,Precision pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,0.76,picking up,Intermediate abd 2
towel,0,0,0,floppy,250,floppy,floppy,0.56,picking up,Intermediate add 2
towel,0,0,0,floppy,250,floppy,floppy,4,carrying,Power palm abd 2-5
towel,0,0,0,floppy,250,floppy,floppy,2,carrying,Power pad abd 2-4
towel,0,0,0,floppy,250,floppy,floppy,1,carrying,Power palm abd 2-5
scale,15,15,3.5,rigid,1000,oblate,short prism,1,arranging,Precision pad add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,6,arranging,Power pad abd 2-4
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Power palm add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,3,arranging,Power palm add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,0,arranging,Precision pad abd 2-3
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Power pad abd 2-4
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Precision pad abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,4,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,5,arranging,Power palm abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,1,arranging,Precision pad abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,0,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,1,arranging,Power palm abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,3,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,1,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Power palm abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,4.84,arranging,Power palm abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,1.16,arranging,Power pad abd 2-4
rug,15,15,1,squeezable,650,oblate,short prism,1.36,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,0.24,arranging,Precision pad abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,1.44,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,1.2,arranging,Power palm abd 2-5
rug,15,15,1,squeezable,650,oblate,short prism,1.6,arranging,Precision pad abd 2-4
rug,15,15,1,squeezable,650,oblate,short prism,1.16,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,1.64,arranging,Precision pad add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,3.08,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Precision pad add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,10.56,arranging,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,2,arranging,Precision pad add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,3,cleaning,Intermediate add 2
rug,15,15,1,squeezable,650,oblate,short prism,0.72,mopping,Power pad abd 2-4
rug,15,15,1,squeezable,650,oblate,short prism,3.46,mopping,Precision pad add 2-5
rug,15,15,1,squeezable,650,oblate,short prism,0.6,mopping,Intermediate add 2
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1,opening,Intermediate abd 2
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.44,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,4.28,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,0.76,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.61,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,0.32,arranging,Precision pad abd 2
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,4.8,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,5.84,arranging,Power pad abd 2-4
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.32,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,4.52,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,0.96,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,6,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.6,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.76,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,2.16,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.36,arranging,Precision pad abd 2
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.46,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,3.58,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.72,arranging,Power pad abd 2-4
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,4.52,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.36,arranging,Power palm add 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.08,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,6.28,arranging,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,0.18,holding,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,5.88,holding,Intermediate add 2
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,8.52,holding,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,4.7,holding,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,20.1,holding,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,3.4,moving,Power palm abd 2-5
cord,15,0.75,0.75,squeezable,65,prolate,cylinder,1.3,moving,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,1,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,3,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,10,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,2,holding,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,16,holding,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,9,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,227,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,0,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,2.36,holding,Power pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,6.44,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,1.8,holding,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,10.49,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,0.92,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,0.72,holding,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,1.88,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,1.24,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,4.44,holding,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,2,holding,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,4.64,holding,Precision pad abd 2-4
aerosol can,15,6,6,rigid,275,prolate,cylinder,5,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,13,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,17,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,0,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3,aiming,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,20,aiming,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,4.6,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,4,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,2,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,1,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,5,aiming,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,1,arranging,Power pad abd 2-3
aerosol can,15,6,6,rigid,275,prolate,cylinder,1.2,arranging,Precision pad abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3.8,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,2.2,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,5.16,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,12.32,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,2.36,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,26.08,spraying,Power palm add 3-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,10.76,spraying,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,7.5,spraying,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3.2,spraying,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3.4,spraying,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,3.3,spraying,Power palm abd 2-5
aerosol can,15,6,6,rigid,275,prolate,cylinder,6.08,spraying,Power palm add 3-5
